name,config_id,barcode,description,primary_image_url,sku_id,brand_name
Men's Solid Cotton Skinny Fit Jean DBN-SABE-DB,BW_BEA_SABE_DARKBLUE_01,8905826261920,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

Color: Dark Blue with Mid Fade

Material: 73% Cotton, 25% Polyester, 2% Spandex

Fit: Skinny Fit

Pockets: Standard 5-pocket style

Waist Style: Button and Zipper closure with belt loops

Rise: Mid-rise, sits comfortably on the waist

Stretch: Slight stretch for added comfort

Branding: Subtle branding on the back pocket

Care Instructions: Machine washable, easy to maintain",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_BEA_SABE_DARKBLUE_01/1.jpg,BHC5757821340,Bear House
Lumolite Set of 2 (Cabin & Medium) -Grey-,UBJ_LUM_GRY,8901229000814,"Lumolite’s ultra-light polycarbonate build makes every move feel easier. With smooth dual wheels, sleek organization, ultra-stable trolley and TSA security, it's everything you need, minus the bulk.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/UBJ_LUM_GRY/1.jpg,SI(3663539888,Urban Jungle
Garfield:Have A Bright Day Oversized Hoodie,THGAHAABRDAOVHO,GF-512-M/L,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
*This is an official merchandise from our Garfield collection.

Experience warmth and style with Garfield's oversized hoodie. Boasting a hooded neck and long sleeves, this regular length hoodie is the perfect choice for any casual occasion. Let Garfield accompany you with comfort and fashion.

Hoodie Description:

Neckline: Hooded

Sleeve Length: Long

Fit: Oversized

Length: Regular

Color: Black

Fabric: Cotton Terry

Fabric Composition: 75% Cotton 25% Polyester

Note:

Color may slightly vary depending on your monitor setting.

All the products have different sizes and size chart.

This is an oversized fit. If you prefer a less baggy fit, please size down

Model Details:

*Model is wearing size XS/S and her measurements are:

Shoulder:13.5""

Chest:32""

Height:5'5""",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/THGAHAABRDAOVHO/1.jpg,CDP9567717786,The Clothing Factory
Artist T-Shirt - Wolves And Woofs,BW_WAK_92614681_WHITE_01,92614681,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}
The second serving of WYD Artist T-shirts is crafted from 250 GSM 100% Combed Cotton with embroidered details.

In an oversized fit, the t-shirt features Wolves and Woofs, an artwork conceived by Wake Your Dream.

Our Artist T-shirts Wolves and Woofs elevate the conventional oversized silhouette, redefining it as a canvas where creativity meets innovation. Each piece embodies artistic expression while exuding a sense of understated sophistication.

Gender Neutral, Oversized Fit

DTG Printed Wolves and Woofs

Embroidered Details

Art by Guruvinayak Singh

Composition: 100% Combed Cotton

Bio Washed, Pre Shrunk

250 GSM",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_WAK_92614681_WHITE_01/1.jpg,WYD1530859111,WAKE YOUR DREAM
Alice Maxi Skirt,SIPL1743_WHITE,SIPL1743-WHITE-S,"Introducing the Alice Maxi Skirt, exquisitely crafted from schiffli fabric, designed with a flattering belt and drop waist silhouette. Pair this versatile piece with the Alice Crop Top for a coordinated ensemble that exudes timeless elegance.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1743_WHITE/1.jpg,SIP5364883451,Style Island
RWDY POLO_ MOSSWOOD,RWRWPOMO,8904344217594,"The Details

Crafted using premium flat knit fabric, the RWDY Polo levels up the basics. Structured but breathable, it keeps things crisp without killing the vibe. The contrast collar adds that pop, and the RWDY metal badge at the chest? Thatâ€™s your street stamp.

Versatile and Comfortable: Button it up with cargos, layer it over a vest, or throw it on soloâ€”this Poloâ€™s got range. The relaxed cut meets elevated finish for an easy everyday flex. Whether youâ€™re out making noise or keeping it chill, this one moves with you. Donâ€™t just wear it. Live in it. RWDY Approved.

Size &amp; Fit

Regular Fit Fits true to size with an oversized look and dropped shoulders; please refer to the size guide prior to making a purchase.

Composition &amp; Care

Caring for your clothes is caring for the environment. Lower temperature washes and delicate spin cycles are gentler on garments and help to protect the colour, shape and structure of the fabric. Furthermore, they reduce the amount of energy used in care processes.

Clothing Care Guide

Machine wash at max. 30 ºC/86 ºF with short spin cycle

Do not use bleach

Iron at a maximum of 110 ºC/230 ºF

Dry clean with tetrachloroethylene

Do not tumble dry",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/RWRWPOMO/1.png,RPL8375413227,RWDY
Stephanie Printed Dress,SIPL19006_BEIGE,SIPL19006-BEIGE-S,"The Stephanie Printed Dress features a stunning print in a midi-length shirt style, designed with waist cinching for a defined fit. Complete with functional pockets, itâ€™s perfect for brunches, work, and effortless day-to-night styling.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL19006_BEIGE/1.jpg,SIP5536895550,Style Island
PurplFrog - THE LAST OF THE OG's HOODIE,PF50016__Orange,PF500162,"90s OG hoodie pays homage to the generation that lived life before the internet. This is for the ones who experienced the excitement of posting a physical letter, using a landline and talking for hours, looping the iPod playlist, and so many other fun experiences. Not to mention, the pinnacle of all tape-related tricks—using a pencil to rewind a cassette. This art piece recalls the joyous occasions of childhood as well as the nostalgia of 90s kids – the true OGs who know the joy of life unplugged.

DETAILS &amp; SPECS

Fabric: 100% COTTON
Weight: 400GSM
Print Technology: PUFF PRINT
Base Color: Orange

*Note: Color of the actual product may vary from the image 

WASH CARE",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/PF50016__Orange/1.jpg,PAP3705768632,PurplFrog
Aeon v2 JELLYBEAN,aeon-v2-jellybean,726684036530,"Unexpected combinations that shouldn’t work — but totally do. Jellybean is a chaotic sugar rush that always leaves you smiling. Never predictable. Never boring. Showing up in unexpected bursts and refusing uniformity, Jellybean plays with contrast — sometimes sweet, sometimes sour, always up to something. Aeons are built to deliver cushioned comfort without compromising durability. Designed for all kinds of terrain — in and out of the city — the Aeon outsole represents a true Waffle Revolution. Inspired by high-performance runners and trainers, the unique waffle construction absorbs external pressure and enhances stability, keeping you supported and energized all day.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/aeon-v2-jellybean/1.jpg,GMP4587235525,COMET
Sydney Pants,SIPL1717_WHITE,SIPL1717-WHITE-M,"Introducing the Sydney Pants, featuring a boho-chic mirror embroidery in a versatile off-white shade. These straight, relaxed-fit pants are crafted from 100% cotton fabric. Pair them with the Sydney Crop Top and Shirt for a complete set, or wear them individually for a casual, fun look.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/SIPL1717_WHITE/1.jpg,SIP9668080936,Style Island
The Muse Liquid Polo Blue,BW_OUT_TAPASLIQUID_NAVY_01,8907535778379,"Woven from Lustrastrong™ cotton piqué, The Muse Liquid Polo — Blue features a vibrant blue base accented with a sleek liquid-finish zipper at the placket. The subtle shine of the zipper adds a contemporary, polished touch, while the breathable, soft fabric ensures all-day comfort. With a tailored fit and precise stitching, this polo offers structure and sophistication, perfect for the modern man seeking versatile style from day to evening.",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_OUT_TAPASLIQUID_NAVY_01/1.jpg,BAP4535587145,Outerworld
Men Solid Cotton Smart Fit Casual Trouser,BW_BEA_NAIRO_TEAL_01,8905826410892,".desc-bw-reset {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset *:not(img):not(video):not(iframe):not(svg):not(canvas) {
 color: #000000 !important;
 background-color: #ffffff !important;
 -webkit-text-fill-color: #000000 !important;
}
.desc-bw-reset a,
.desc-bw-reset a:visited,
.desc-bw-reset a:hover,
.desc-bw-reset a:active {
 color: #000000 !important;
 -webkit-text-fill-color: #000000 !important;
 text-decoration: underline !important;
}
.desc-bw-reset img,
.desc-bw-reset video,
.desc-bw-reset iframe,
.desc-bw-reset svg,
.desc-bw-reset canvas {
 background-color: transparent !important;
}
.desc-bw-reset table,
.desc-bw-reset td,
.desc-bw-reset th {
 background-color: #ffffff !important;
 color: #000000 !important;
 border-color: #cccccc !important;
}
.desc-bw-reset hr {
 border-color: #cccccc !important;
 background-color: #ffffff !important;
 color: #000000 !important;
}

Color: Olive

Material: 98% Cotton, 2% Spandex

Fit: Straight fit

Pattern: Solid

Pockets:

1 Coin Pocket

Two Slant Front Pockets

Two Welt Pocket at Back

Closure: Button closure with zip fly

Hem: Straight hem for a neat finish

Waistband Design: Elasticated with Hidden Drawstring Closure for Adjustable Fit

Occasion: Perfect for casual outings, weekend wear, and everyday comfort

Care: Machine wash cold, Do not bleach, Tumble dry low, Warm iron",https://broadway-prod-product-service.s3.ap-south-1.amazonaws.com/Product_Images/BW_BEA_NAIRO_TEAL_01/1.jpg,BHC2548629173,Bear House
